Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
16964168,4987385,11009,679671,Foreign-born father,679483,Divorce or separation,25286115,23545556,679483,679671,2017-06-30 14:08:09 UTC,2017-06-30 14:08:09 UTC,3.369,"",TRUE,8e57d8341ab10d8ab7614e288d9e23b3,ff_layoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16964169,4987385,11009,679673,Mother's age at childbirth,679676,Mother's non-standard work hours,25286090,23545557,679676,679673,2017-06-30 14:08:16 UTC,2017-06-30 14:08:16 UTC,6.932,"",TRUE,8e57d8341ab10d8ab7614e288d9e23b3,ff_layoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16964170,4987385,11009,679672,Foreign-born mother,679671,Foreign-born father,25286118,23545558,679671,679672,2017-06-30 14:08:22 UTC,2017-06-30 14:08:22 UTC,5.518,"",TRUE,8e57d8341ab10d8ab7614e288d9e23b3,ff_layoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16964171,4987385,11009,679678,Never-married mother,679672,Foreign-born mother,25286042,23545559,679678,679672,2017-06-30 14:08:24 UTC,2017-06-30 14:08:24 UTC,1.712,"",TRUE,8e57d8341ab10d8ab7614e288d9e23b3,ff_layoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16964172,4987385,11009,679477,Household income,679670,Father's non-standard work hours,25286119,23545560,679477,679670,2017-06-30 14:08:26 UTC,2017-06-30 14:08:26 UTC,1.933,"",TRUE,8e57d8341ab10d8ab7614e288d9e23b3,ff_layoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16976442,4988381,11009,679676,Mother's non-standard work hours,679681,School quality,25286121,23560807,679676,679681,2017-07-04 05:19:51 UTC,2017-07-04 05:19:51 UTC,3.449,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976443,4988381,11009,679477,Household income,679680,Parents are in cohabiting partnership,25285955,23560808,679680,679477,2017-07-04 05:19:53 UTC,2017-07-04 05:19:53 UTC,1.642,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976444,4988381,11009,679675,Mother's multiple-job holding,679673,Mother's age at childbirth,25286122,23560809,679675,679673,2017-07-04 05:19:56 UTC,2017-07-04 05:19:56 UTC,2.569,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976445,4988381,11009,679477,Household income,679674,Mother's incarceration,25286124,23560811,679477,679674,2017-07-04 05:20:02 UTC,2017-07-04 05:20:02 UTC,1.597,"",FALSE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976446,4988381,11009,679480,Mother's education,679673,Mother's age at childbirth,25286125,23560812,679480,679673,2017-07-04 05:20:03 UTC,2017-07-04 05:20:03 UTC,1.427,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976447,4988381,11009,679475,Income to poverty ratio,679675,Mother's multiple-job holding,25286126,23560813,679475,679675,2017-07-04 05:20:05 UTC,2017-07-04 05:20:05 UTC,1.347,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976448,4988381,11009,679477,Household income,679678,Never-married mother,25285999,23560815,679678,679477,2017-07-04 05:20:11 UTC,2017-07-04 05:20:11 UTC,1.756,"",FALSE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976449,4988381,11009,679674,Mother's incarceration,679670,Father's non-standard work hours,25286129,23560816,679670,679674,2017-07-04 05:20:14 UTC,2017-07-04 05:20:14 UTC,2.105,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976450,4988381,11009,679481,Father's education,679675,Mother's multiple-job holding,25286103,23560817,679675,679481,2017-07-04 05:20:15 UTC,2017-07-04 05:20:15 UTC,1.519,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976451,4988381,11009,679475,Income to poverty ratio,679677,Mother's prenatal smoking,25286113,23560818,679475,679677,2017-07-04 05:20:17 UTC,2017-07-04 05:20:17 UTC,1.737,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976452,4988381,11009,679676,Mother's non-standard work hours,679483,Divorce or separation,25286131,23560821,679676,679483,2017-07-04 05:20:30 UTC,2017-07-04 05:20:30 UTC,2.984,"",FALSE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976453,4988381,11009,679673,Mother's age at childbirth,679672,Foreign-born mother,25286123,23560822,679672,679673,2017-07-04 05:20:32 UTC,2017-07-04 05:20:32 UTC,2.331,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
16976454,4988381,11009,679674,Mother's incarceration,679482,Household size,25286060,23560823,679674,679482,2017-07-04 05:20:35 UTC,2017-07-04 05:20:35 UTC,2.44,"",TRUE,0c68e8e1120995dbf561c1497e3fa699,ff_layoff,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:54.0) Gecko/20100101 Firefox/54.0,DIRECT_VISIT,FALSE,NA
