Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
16930992,4985954,11006,679637,Mother's incarceration,679452,Household size,25285321,23507751,679452,679637,2017-06-29 14:42:49 UTC,2017-06-29 14:42:49 UTC,2.216,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931025,4985954,11006,679631,Father's incarceration,679629,Father absent at time of birth,25285318,23507768,679629,679631,2017-06-29 14:42:55 UTC,2017-06-29 14:42:55 UTC,5.27,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931040,4985954,11006,679642,Number of parental romantic relationships,679633,Father's non-standard work hours,25285305,23507801,679642,679633,2017-06-29 14:42:57 UTC,2017-06-29 14:42:57 UTC,1.966,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931059,4985954,11006,679630,Father's age at childbirth,679638,Mother's multiple-job holding,25285292,23507817,679638,679630,2017-06-29 14:43:01 UTC,2017-06-29 14:43:01 UTC,3.516,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931080,4985954,11006,679451,Father's education,679453,Divorce or separation,25280059,23507838,679453,679451,2017-06-29 14:43:04 UTC,2017-06-29 14:43:04 UTC,2.926,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931159,4985954,11006,679447,Household income,679630,Father's age at childbirth,25285325,23507859,679447,679630,2017-06-29 14:43:18 UTC,2017-06-29 14:43:18 UTC,13.865,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931192,4985954,11006,679453,Divorce or separation,679628,Existing number of siblings,25286656,23507941,679628,679453,2017-06-29 14:43:22 UTC,2017-06-29 14:43:22 UTC,3.629,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16931233,4985954,11006,679642,Number of parental romantic relationships,679454,Child's race,25284918,23507973,679454,679642,2017-06-29 14:43:28 UTC,2017-06-29 14:43:28 UTC,5.87,"",TRUE,4418bc39786944b9a328600a4bbb0e1f,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960172,4987224,11006,679706,Teacher quality,679630,Father's age at childbirth,25286657,23540654,679630,679706,2017-06-30 05:08:03 UTC,2017-06-30 05:08:03 UTC,6.957,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960173,4987224,11006,679642,Number of parental romantic relationships,679634,Foreign-born father,25285114,23540655,679642,679634,2017-06-30 05:08:10 UTC,2017-06-30 05:08:10 UTC,6.33,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960174,4987224,11006,679642,Number of parental romantic relationships,679641,Never-married mother,25284930,23540656,679642,679641,2017-06-30 05:08:14 UTC,2017-06-30 05:08:14 UTC,3.633,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960175,4987224,11006,679639,Mother's non-standard work hours,679450,Mother's education,25285316,23540657,679639,679450,2017-06-30 05:08:41 UTC,2017-06-30 05:08:41 UTC,27.088,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960176,4987224,11006,679445,Income to poverty ratio,679641,Never-married mother,25284938,23540658,679445,679641,2017-06-30 05:08:44 UTC,2017-06-30 05:08:44 UTC,2.033,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960177,4987224,11006,679635,Foreign-born mother,679628,Existing number of siblings,25286644,23540659,679635,679628,2017-06-30 05:08:52 UTC,2017-06-30 05:08:52 UTC,7.762,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960178,4987224,11006,679445,Income to poverty ratio,679642,Number of parental romantic relationships,25284939,23540660,679445,679642,2017-06-30 05:08:56 UTC,2017-06-30 05:08:56 UTC,3.349,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960179,4987224,11006,679642,Number of parental romantic relationships,679644,School quality,25284973,23540661,679642,679644,2017-06-30 05:09:13 UTC,2017-06-30 05:09:13 UTC,16.697,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960180,4987224,11006,679640,Mother's prenatal smoking,679628,Existing number of siblings,25286658,23540662,679628,679640,2017-06-30 05:09:37 UTC,2017-06-30 05:09:37 UTC,23.245,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960181,4987224,11006,679453,Divorce or separation,679454,Child's race,25280128,23540663,679453,679454,2017-06-30 05:09:43 UTC,2017-06-30 05:09:43 UTC,5.777,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960182,4987224,11006,679447,Household income,679628,Existing number of siblings,25286659,23540664,679628,679447,2017-06-30 05:09:46 UTC,2017-06-30 05:09:46 UTC,2.653,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960183,4987224,11006,679706,Teacher quality,679637,Mother's incarceration,25286660,23540665,679706,679637,2017-06-30 05:09:51 UTC,2017-06-30 05:09:51 UTC,4.003,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960184,4987224,11006,679639,Mother's non-standard work hours,679641,Never-married mother,25285157,23540666,679641,679639,2017-06-30 05:09:54 UTC,2017-06-30 05:09:54 UTC,2.575,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960185,4987224,11006,679445,Income to poverty ratio,679628,Existing number of siblings,25286661,23540667,679445,679628,2017-06-30 05:09:56 UTC,2017-06-30 05:09:56 UTC,1.867,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960186,4987224,11006,679447,Household income,679633,Father's non-standard work hours,25285300,23540668,679633,679447,2017-06-30 05:09:59 UTC,2017-06-30 05:09:59 UTC,3.2,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960187,4987224,11006,679706,Teacher quality,679636,Mother's age at childbirth,25286662,23540669,679636,679706,2017-06-30 05:10:18 UTC,2017-06-30 05:10:18 UTC,17.843,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960188,4987224,11006,679643,Parents are in cohabiting partnership,679635,Foreign-born mother,25285112,23540670,679635,679643,2017-06-30 05:10:22 UTC,2017-06-30 05:10:22 UTC,3.51,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960189,4987224,11006,679627,Child's birth weight,679446,Child's gender,25286663,23540671,679446,679627,2017-06-30 05:10:29 UTC,2017-06-30 05:10:29 UTC,7.317,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960190,4987224,11006,679631,Father's incarceration,679450,Mother's education,25285207,23540672,679450,679631,2017-06-30 05:10:40 UTC,2017-06-30 05:10:40 UTC,10.667,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960191,4987224,11006,679642,Number of parental romantic relationships,679636,Mother's age at childbirth,25285079,23540673,679642,679636,2017-06-30 05:10:45 UTC,2017-06-30 05:10:45 UTC,4.506,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960192,4987224,11006,679637,Mother's incarceration,679453,Divorce or separation,25285133,23540674,679637,679453,2017-06-30 05:10:48 UTC,2017-06-30 05:10:48 UTC,2.367,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960193,4987224,11006,679628,Existing number of siblings,679454,Child's race,25286653,23540675,679454,679628,2017-06-30 05:11:07 UTC,2017-06-30 05:11:07 UTC,18.167,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960194,4987224,11006,679641,Never-married mother,679628,Existing number of siblings,25286664,23540676,679628,679641,2017-06-30 05:11:10 UTC,2017-06-30 05:11:10 UTC,2.683,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960195,4987224,11006,679445,Income to poverty ratio,679627,Child's birth weight,25286651,23540677,679445,679627,2017-06-30 05:11:13 UTC,2017-06-30 05:11:13 UTC,1.862,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960196,4987224,11006,679447,Household income,679454,Child's race,25280041,23540678,679454,679447,2017-06-30 05:11:15 UTC,2017-06-30 05:11:15 UTC,2.295,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960197,4987224,11006,679639,Mother's non-standard work hours,679454,Child's race,25285101,23540679,679639,679454,2017-06-30 05:11:20 UTC,2017-06-30 05:11:20 UTC,4.865,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960198,4987224,11006,679450,Mother's education,679638,Mother's multiple-job holding,25285027,23540680,679450,679638,2017-06-30 05:11:23 UTC,2017-06-30 05:11:23 UTC,1.842,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960199,4987224,11006,679640,Mother's prenatal smoking,679636,Mother's age at childbirth,25285152,23540681,679636,679640,2017-06-30 05:11:34 UTC,2017-06-30 05:11:34 UTC,10.978,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16960200,4987224,11006,679445,Income to poverty ratio,679633,Father's non-standard work hours,25286665,23540682,679633,679445,2017-06-30 05:11:37 UTC,2017-06-30 05:11:37 UTC,3.095,"",TRUE,c77f5778d886212e3dc1fb12511a54d6,ff_grit,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
