Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
16913838,4985106,11005,679619,Mother's incarceration,679609,Father's multiple-job holding,25284603,23488369,679619,679609,2017-06-28 18:48:29 UTC,2017-06-28 18:48:29 UTC,2.232,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913839,4985106,11005,679622,Mother's prenatal smoking,679620,Mother's multiple-job holding,25284775,23488370,679622,679620,2017-06-28 18:48:32 UTC,2017-06-28 18:48:32 UTC,2.238,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913840,4985106,11005,679612,Foreign-born mother,679606,Father's age at childbirth,25284471,23488371,679612,679606,2017-06-28 18:48:34 UTC,2017-06-28 18:48:34 UTC,2.514,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913841,4985106,11005,679441,Father's education,679609,Father's multiple-job holding,25284427,23488373,679441,679609,2017-06-28 18:48:46 UTC,2017-06-28 18:48:46 UTC,4.196,"",FALSE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913842,4985106,11005,679612,Foreign-born mother,679623,Number of parental romantic relationships,25284806,23488374,679623,679612,2017-06-28 18:48:50 UTC,2017-06-28 18:48:50 UTC,3.416,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913843,4985106,11005,679443,Divorce or separation,679621,Mother's non-standard work hours,25284658,23488375,679443,679621,2017-06-28 18:48:53 UTC,2017-06-28 18:48:53 UTC,2.914,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913844,4985106,11005,679611,Foreign-born father,679437,Household income,25284490,23488377,679437,679611,2017-06-28 18:49:02 UTC,2017-06-28 18:49:02 UTC,4.658,"",FALSE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913845,4985106,11005,679619,Mother's incarceration,679444,Child's race,25284583,23488378,679619,679444,2017-06-28 18:49:05 UTC,2017-06-28 18:49:05 UTC,3.162,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913847,4985106,11005,679437,Household income,679605,Father absent at time of birth,25284369,23488379,679437,679605,2017-06-28 18:49:10 UTC,2017-06-28 18:49:10 UTC,4.014,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913849,4985106,11005,679619,Mother's incarceration,679621,Mother's non-standard work hours,25284653,23488381,679621,679619,2017-06-28 18:49:13 UTC,2017-06-28 18:49:13 UTC,3.139,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913851,4985106,11005,679618,Mother's age at childbirth,679441,Father's education,25284470,23488383,679441,679618,2017-06-28 18:49:15 UTC,2017-06-28 18:49:15 UTC,1.819,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913853,4985106,11005,679618,Mother's age at childbirth,679705,Teacher quality,25286778,23488385,679618,679705,2017-06-28 18:49:19 UTC,2017-06-28 18:49:19 UTC,3.874,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913854,4985106,11005,679440,Mother's education,679436,Child's gender,25279966,23488387,679440,679436,2017-06-28 18:49:21 UTC,2017-06-28 18:49:21 UTC,1.886,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913856,4985106,11005,679444,Child's race,679437,Household income,25280004,23488388,679444,679437,2017-06-28 18:49:24 UTC,2017-06-28 18:49:24 UTC,2.638,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913859,4985106,11005,679611,Foreign-born father,679606,Father's age at childbirth,25284480,23488390,679606,679611,2017-06-28 18:49:28 UTC,2017-06-28 18:49:28 UTC,4.508,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913860,4985106,11005,679626,Never-married mother,679609,Father's multiple-job holding,25284874,23488393,679626,679609,2017-06-28 18:49:31 UTC,2017-06-28 18:49:31 UTC,2.446,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913862,4985106,11005,679626,Never-married mother,679620,Mother's multiple-job holding,25284900,23488394,679620,679626,2017-06-28 18:49:33 UTC,2017-06-28 18:49:33 UTC,2.344,"",TRUE,f625d50b3902605e549a4c9ce6dfb0a1,ff_gpa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913887,4985117,11005,679437,Household income,679436,Child's gender,25279975,23488431,679436,679437,2017-06-28 18:52:31 UTC,2017-06-28 18:52:31 UTC,3.032,"",FALSE,d706e5db7d7a0d4cbece49a589c7fe6f,ff_gpa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913888,4985117,11005,679705,Teacher quality,679611,Foreign-born father,25286780,23488432,679705,679611,2017-06-28 18:52:34 UTC,2017-06-28 18:52:34 UTC,2.946,"",TRUE,d706e5db7d7a0d4cbece49a589c7fe6f,ff_gpa,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913918,4985130,11005,679608,Father's incarceration,679442,Household size,25284443,23488477,679442,679608,2017-06-28 18:57:18 UTC,2017-06-28 18:57:18 UTC,7.871,"",TRUE,d18d716f50d7999d689f572c6476a5e2,ff_gpa,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913920,4985130,11005,679441,Father's education,679611,Foreign-born father,25284478,23488481,679441,679611,2017-06-28 18:57:37 UTC,2017-06-28 18:57:37 UTC,18.218,"",TRUE,d18d716f50d7999d689f572c6476a5e2,ff_gpa,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16913921,4985130,11005,679611,Foreign-born father,679604,Existing number of siblings,25284570,23488486,679604,679611,2017-06-28 18:57:40 UTC,2017-06-28 18:57:40 UTC,3.52,"",TRUE,d18d716f50d7999d689f572c6476a5e2,ff_gpa,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",DIRECT_VISIT,FALSE,NA
16914293,4985170,11005,679437,Household income,679608,Father's incarceration,25284419,23488906,679608,679437,2017-06-28 19:41:05 UTC,2017-06-28 19:41:05 UTC,13.88,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914294,4985170,11005,679437,Household income,679610,Father's non-standard work hours,25284561,23488907,679610,679437,2017-06-28 19:41:25 UTC,2017-06-28 19:41:25 UTC,19.618,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914295,4985170,11005,679604,Existing number of siblings,679440,Mother's education,25284356,23488908,679440,679604,2017-06-28 19:41:33 UTC,2017-06-28 19:41:33 UTC,7.978,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914296,4985170,11005,679605,Father absent at time of birth,679444,Child's race,25284364,23488910,679605,679444,2017-06-28 19:41:37 UTC,2017-06-28 19:41:37 UTC,3.928,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914297,4985170,11005,679604,Existing number of siblings,679443,Divorce or separation,25284346,23488911,679604,679443,2017-06-28 19:41:43 UTC,2017-06-28 19:41:43 UTC,4.967,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914298,4985170,11005,679603,Child's birth weight,679437,Household income,25284333,23488912,679437,679603,2017-06-28 19:41:52 UTC,2017-06-28 19:41:52 UTC,9.524,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914299,4985170,11005,679705,Teacher quality,679609,Father's multiple-job holding,25286783,23488913,679609,679705,2017-06-28 19:41:58 UTC,2017-06-28 19:41:58 UTC,5.33,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914300,4985170,11005,679440,Mother's education,679441,Father's education,25280006,23488914,679441,679440,2017-06-28 19:42:03 UTC,2017-06-28 19:42:03 UTC,4.663,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914301,4985170,11005,679442,Household size,679441,Father's education,25279991,23488915,679442,679441,2017-06-28 19:42:07 UTC,2017-06-28 19:42:07 UTC,4.201,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914302,4985170,11005,679619,Mother's incarceration,679605,Father absent at time of birth,25284578,23488916,679619,679605,2017-06-28 19:42:29 UTC,2017-06-28 19:42:29 UTC,21.454,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914303,4985170,11005,679618,Mother's age at childbirth,679608,Father's incarceration,25284467,23488917,679618,679608,2017-06-28 19:42:35 UTC,2017-06-28 19:42:35 UTC,5.75,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914304,4985170,11005,679605,Father absent at time of birth,679705,Teacher quality,25286784,23488918,679705,679605,2017-06-28 19:42:41 UTC,2017-06-28 19:42:41 UTC,6.161,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914305,4985170,11005,679626,Never-married mother,679705,Teacher quality,25286785,23488919,679705,679626,2017-06-28 19:42:49 UTC,2017-06-28 19:42:49 UTC,8.122,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914306,4985170,11005,679618,Mother's age at childbirth,679443,Divorce or separation,25284508,23488920,679618,679443,2017-06-28 19:42:53 UTC,2017-06-28 19:42:53 UTC,3.345,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914307,4985170,11005,679622,Mother's prenatal smoking,679620,Mother's multiple-job holding,25284718,23488921,679620,679622,2017-06-28 19:43:05 UTC,2017-06-28 19:43:05 UTC,11.55,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914308,4985170,11005,679442,Household size,679624,Parents are in cohabiting partnership,25284748,23488922,679624,679442,2017-06-28 19:43:09 UTC,2017-06-28 19:43:09 UTC,3.957,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914309,4985170,11005,679625,School quality,679442,Household size,25284833,23488923,679625,679442,2017-06-28 19:43:14 UTC,2017-06-28 19:43:14 UTC,5.25,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914310,4985170,11005,679618,Mother's age at childbirth,679441,Father's education,25284558,23488924,679618,679441,2017-06-28 19:43:21 UTC,2017-06-28 19:43:21 UTC,6.377,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914311,4985170,11005,679625,School quality,679623,Number of parental romantic relationships,25284866,23488925,679623,679625,2017-06-28 19:43:26 UTC,2017-06-28 19:43:26 UTC,5.049,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914312,4985170,11005,679435,Income to poverty ratio,679620,Mother's multiple-job holding,25284607,23488926,679620,679435,2017-06-28 19:43:44 UTC,2017-06-28 19:43:44 UTC,17.654,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914313,4985170,11005,679619,Mother's incarceration,679620,Mother's multiple-job holding,25284605,23488927,679619,679620,2017-06-28 19:43:48 UTC,2017-06-28 19:43:48 UTC,3.269,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914314,4985170,11005,679619,Mother's incarceration,679440,Mother's education,25284589,23488928,679440,679619,2017-06-28 19:43:51 UTC,2017-06-28 19:43:51 UTC,2.811,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914315,4985170,11005,679443,Divorce or separation,679441,Father's education,25279999,23488929,679443,679441,2017-06-28 19:44:00 UTC,2017-06-28 19:44:00 UTC,9.4,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914316,4985170,11005,679441,Father's education,679436,Child's gender,25280009,23488930,679436,679441,2017-06-28 19:44:04 UTC,2017-06-28 19:44:04 UTC,3.948,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914317,4985170,11005,679705,Teacher quality,679612,Foreign-born mother,25286788,23488931,679612,679705,2017-06-28 19:44:07 UTC,2017-06-28 19:44:07 UTC,2.923,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914318,4985170,11005,679442,Household size,679621,Mother's non-standard work hours,25284669,23488932,679442,679621,2017-06-28 19:44:17 UTC,2017-06-28 19:44:17 UTC,9.501,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914319,4985170,11005,679625,School quality,679436,Child's gender,25284737,23488933,679625,679436,2017-06-28 19:44:20 UTC,2017-06-28 19:44:20 UTC,2.917,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914320,4985170,11005,679612,Foreign-born mother,679441,Father's education,25284574,23488934,679441,679612,2017-06-28 19:44:23 UTC,2017-06-28 19:44:23 UTC,2.527,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914321,4985170,11005,679618,Mother's age at childbirth,679608,Father's incarceration,25284560,23488935,679608,679618,2017-06-28 19:44:26 UTC,2017-06-28 19:44:26 UTC,2.699,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914322,4985170,11005,679626,Never-married mother,679606,Father's age at childbirth,25284892,23488936,679626,679606,2017-06-28 19:44:37 UTC,2017-06-28 19:44:37 UTC,10.917,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914323,4985170,11005,679444,Child's race,679605,Father absent at time of birth,25284362,23488937,679444,679605,2017-06-28 19:44:40 UTC,2017-06-28 19:44:40 UTC,3.277,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914324,4985170,11005,679626,Never-married mother,679621,Mother's non-standard work hours,25284872,23488938,679621,679626,2017-06-28 19:44:47 UTC,2017-06-28 19:44:47 UTC,6.669,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914325,4985170,11005,679603,Child's birth weight,679620,Mother's multiple-job holding,25284642,23488939,679620,679603,2017-06-28 19:44:50 UTC,2017-06-28 19:44:50 UTC,2.765,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
16914326,4985170,11005,679435,Income to poverty ratio,679623,Number of parental romantic relationships,25284847,23488940,679435,679623,2017-06-28 19:44:58 UTC,2017-06-28 19:44:58 UTC,7.678,"",TRUE,6aee5f847ec0cbefe7ad7e9657e111c2,ff_gpa,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; TNJB; rv:11.0) like Gecko,DIRECT_VISIT,FALSE,NA
